date,ticker,open,high,low,adj_close,volume
2021-04-26,AAPL,112.157969,113.545873,108.351072,109.330345,41218795
2021-04-27,AAPL,109.301995,109.944772,106.760288,107.334111,52122434
2021-04-28,AAPL,107.160397,108.752951,106.371482,108.662923,54384251
2021-04-29,AAPL,108.568550,109.358766,105.714080,105.922054,45975617
2021-04-30,AAPL,106.754684,108.390512,105.815910,108.296360,56741978
2021-05-03,AAPL,108.221527,111.597738,107.972823,111.244556,63627656
2021-05-04,AAPL,110.646389,111.852286,110.621994,111.646756,55580583
2021-05-05,AAPL,112.018691,112.302934,111.572293,111.670161,50752714
2021-05-06,AAPL,111.300034,113.304994,110.739292,112.413288,59972322
2021-05-07,AAPL,112.674253,112.727851,110.460111,111.888924,31934921
2021-05-10,AAPL,111.959134,112.918245,111.202445,112.704736,40174733
2021-05-11,AAPL,111.860179,115.617491,111.666460,115.034727,49760653
2021-05-12,AAPL,114.778721,116.552497,114.340762,116.322568,48320512
2021-05-13,AAPL,116.719270,120.772266,116.268414,119.903039,92505598
2021-05-14,AAPL,119.349328,120.800142,118.475552,120.234683,58155857
2021-05-17,AAPL,119.819619,126.185873,119.146527,126.033988,66518489
2021-05-18,AAPL,126.550812,127.450936,122.368653,124.117719,57209789
2021-05-19,AAPL,124.368685,127.429233,124.205291,126.614653,70136664
2021-05-20,AAPL,126.366922,128.481250,125.405181,127.724873,47290280
2021-05-21,AAPL,126.774716,133.846060,126.413082,131.254065,60508133
2021-05-24,AAPL,131.761241,135.286189,129.484618,133.869285,52887873
2021-05-25,AAPL,134.820603,135.568979,133.779956,135.333194,66220702
2021-05-26,AAPL,135.055379,136.850126,134.960575,136.782353,44175005
2021-05-27,AAPL,136.653134,137.850788,135.948731,137.762680,51356944
2021-05-28,AAPL,138.150818,143.119532,137.758154,142.382555,100560493
2021-05-31,AAPL,141.748420,143.631526,141.708722,143.480402,47444296
2021-06-01,AAPL,142.841231,146.197564,141.949794,145.208752,36062687
2021-06-02,AAPL,146.174901,146.926079,145.565675,146.151970,60600651
2021-06-03,AAPL,145.201779,152.490911,143.684393,150.767549,40766654
2021-06-04,AAPL,150.088502,158.294586,149.206745,157.806299,113085658
2021-06-07,AAPL,156.833610,160.679413,155.544753,159.529331,39514739
2021-06-08,AAPL,160.002464,162.424147,158.593145,160.784084,60431306
2021-06-09,AAPL,159.476575,164.723634,159.166115,164.517087,49803735
2021-06-10,AAPL,164.555676,165.471353,163.227642,164.085681,50504530
2021-06-11,AAPL,163.501232,164.869133,163.117355,164.389891,36281320
2021-06-14,AAPL,164.489601,166.774385,163.305564,166.429527,37727064
2021-06-15,AAPL,166.632797,171.001300,165.822981,168.794743,32972933
2021-06-16,AAPL,169.107375,169.820057,167.893702,168.984220,64420136
2021-06-17,AAPL,169.020500,179.940956,168.324704,176.594357,50008157
2021-06-18,AAPL,175.616370,175.929252,173.548831,175.060587,38853289
2021-06-21,AAPL,175.770872,176.185137,172.695626,173.489280,33145320
2021-06-22,AAPL,174.841805,180.270498,173.680861,179.609497,60311681
2021-06-23,AAPL,181.842327,183.959713,180.916478,181.008151,35165750
2021-06-24,AAPL,181.977639,184.354767,178.368285,179.350437,34572827
2021-06-25,AAPL,179.215290,181.565795,177.578556,181.524575,42216288
2021-06-28,AAPL,180.607438,181.966763,179.926011,181.610656,55820163
2021-06-29,AAPL,183.092833,185.301474,182.803605,183.293226,28290916
2021-06-30,AAPL,183.865054,184.015534,182.498174,182.546940,61670767
2021-07-01,AAPL,181.773041,183.787777,181.546309,183.027521,60834903
2021-07-02,AAPL,181.178043,185.993879,180.805923,184.723414,47273179
2021-07-05,AAPL,184.273937,187.306034,183.173860,184.565728,49057716
2021-07-06,AAPL,185.186451,188.383391,181.178081,183.164230,63073639
2021-07-07,AAPL,183.352839,186.198776,181.928080,185.732255,48342782
2021-07-08,AAPL,185.950549,191.118163,185.407218,188.574988,41426360
2021-07-09,AAPL,188.952794,190.953600,187.461444,188.076991,41619624
2021-07-12,AAPL,187.944356,191.188928,186.354500,190.752143,48916056
2021-07-13,AAPL,190.261151,191.047855,186.518164,188.125140,59942768
2021-07-14,AAPL,188.295762,188.493454,184.601237,185.116658,46733432
2021-07-15,AAPL,186.380257,186.754222,180.759524,182.087178,63810062
2021-07-16,AAPL,182.487227,184.517074,177.658721,179.636890,50464495
2021-07-19,AAPL,179.678048,182.367829,177.972975,181.736247,42457723
2021-07-20,AAPL,184.007476,185.103589,182.216727,182.271786,44425776
2021-07-21,AAPL,182.143353,182.631659,178.425060,180.746536,50098618
2021-07-22,AAPL,180.026608,180.029097,176.366373,178.850369,39684467
2021-07-23,AAPL,178.541340,180.055972,177.081700,179.154051,40639514
2021-07-26,AAPL,178.101653,179.083103,171.055604,171.597351,105907932
2021-07-27,AAPL,172.245407,173.524703,169.583362,170.103053,55323221
2021-07-28,AAPL,170.395570,172.807326,168.518983,172.545506,49643053
2021-07-29,AAPL,173.376050,175.241045,172.016423,172.551458,34244086
2021-07-30,AAPL,173.188064,175.685070,171.992846,175.538517,66327369
2021-08-02,AAPL,176.819603,177.708169,174.874992,175.133626,44570043
2021-08-03,AAPL,174.445261,180.523329,172.984092,178.383441,48193260
2021-08-04,AAPL,177.963296,178.111548,174.283013,176.014449,47781207
2021-08-05,AAPL,174.384312,174.603529,173.471896,173.867232,70774858
2021-08-06,AAPL,174.757325,176.761743,174.650490,174.730964,33108477
2021-08-09,AAPL,174.967109,175.558661,171.799834,172.618564,36768342
2021-08-10,AAPL,172.565657,176.841701,172.196268,174.638674,49314085
2021-08-11,AAPL,175.333642,175.901413,171.401775,172.191502,54592650
2021-08-12,AAPL,173.095433,175.640951,171.076491,174.606701,49281184
2021-08-13,AAPL,174.692853,180.700444,173.896208,178.479259,54975887
2021-08-16,AAPL,178.484033,184.639156,177.219746,183.636263,87163035
2021-08-17,AAPL,183.482028,184.912421,181.100169,181.210225,52380829
2021-08-18,AAPL,180.982830,181.761744,176.799984,177.963371,47656758
2021-08-19,AAPL,176.136315,181.996751,175.050783,180.768099,77045918
2021-08-20,AAPL,178.715477,185.684311,178.472291,184.299513,57238599
2021-08-23,AAPL,186.093519,186.406710,178.299531,179.799373,80683944
2021-08-24,AAPL,178.779872,181.168512,178.521241,180.872580,43128516
2021-08-25,AAPL,181.157605,185.324825,180.782520,183.749571,84942257
2021-08-26,AAPL,183.016569,183.091017,181.787852,183.082579,36028619
2021-08-27,AAPL,182.805365,183.517902,176.536491,177.622308,93653474
2021-08-30,AAPL,177.022952,178.229340,171.727988,173.897019,68546447
2021-08-31,AAPL,174.375659,175.265836,171.272302,174.336148,36308901
2021-09-01,AAPL,174.390217,175.316500,171.244067,171.403424,77275462
2021-09-02,AAPL,170.814957,175.804374,170.055386,172.212814,51607895
2021-09-03,AAPL,173.029168,179.932858,172.986447,176.550050,84308172
2021-09-06,AAPL,177.278531,178.955162,177.052521,178.770722,43584875
2021-09-07,AAPL,178.911246,182.035950,177.872958,180.556498,27964082
2021-09-08,AAPL,181.113534,181.573660,178.734182,179.719348,32818118
2021-09-09,AAPL,179.260835,184.989143,178.300365,182.633921,37341580
2021-09-10,AAPL,182.195143,184.935188,181.401126,184.587355,35359451
2021-09-13,AAPL,183.109848,183.485106,179.670239,180.276881,60600268
2021-09-14,AAPL,182.073588,182.625173,176.833924,178.269481,58926622
2021-09-15,AAPL,178.480328,180.308817,175.492187,176.801370,53131201
2021-09-16,AAPL,178.256314,179.509532,174.467157,176.052187,38017732
2021-09-17,AAPL,174.977042,180.143083,174.229718,176.835085,49594559
2021-09-20,AAPL,176.726485,176.732692,175.079578,175.690398,60071167
2021-09-21,AAPL,175.009707,175.388741,171.383295,173.660805,49788688
2021-09-22,AAPL,173.911407,177.036038,173.590900,174.695858,48871986
2021-09-23,AAPL,175.943202,176.272437,171.177081,171.295688,55479452
2021-09-24,AAPL,172.547609,178.919902,171.225497,177.183196,59270281
2021-09-27,AAPL,176.128437,177.103301,174.771852,176.469203,57646106
2021-09-28,AAPL,175.895747,179.475333,174.409386,176.928620,50124819
2021-09-29,AAPL,178.334274,178.349138,173.119783,173.310442,53692400
2021-09-30,AAPL,173.159015,177.341630,172.144206,177.082203,52540884
2021-10-01,AAPL,177.223667,179.247574,176.914000,178.191601,41951641
2021-10-04,AAPL,176.185173,180.628779,176.020026,179.912748,33947214
2021-10-05,AAPL,178.641551,182.507316,178.242967,180.874945,68186911
2021-10-06,AAPL,181.338394,181.756287,180.450880,181.536652,40534157
2021-10-07,AAPL,182.429250,182.813009,180.085318,180.813792,35241244
2021-10-08,AAPL,180.760441,181.825559,180.195330,181.199373,73806948
2021-10-11,AAPL,181.400835,185.153103,178.877425,183.273703,42161208
2021-10-12,AAPL,184.645305,185.400929,176.757158,177.825584,64202912
2021-10-13,AAPL,179.183197,181.163822,177.638246,179.661743,35448071
2021-10-14,AAPL,178.985007,181.836098,178.537815,178.609987,35946896
2021-10-15,AAPL,177.630660,179.172612,170.928685,171.035190,66209242
2021-10-18,AAPL,172.304839,174.058596,171.366849,172.799923,56148428
2021-10-19,AAPL,172.750382,173.163228,168.731991,169.099218,37779671
2021-10-20,AAPL,168.054758,170.554645,167.159499,169.384861,41464575
2021-10-21,AAPL,170.161983,170.389440,168.029474,168.326847,59546315
2021-10-22,AAPL,168.120093,171.493582,167.449297,170.692095,37070413
2021-10-25,AAPL,170.227799,173.911280,169.972833,173.860559,45477563
2021-10-26,AAPL,173.372905,173.647436,167.018503,168.568852,46603917
2021-10-27,AAPL,167.288370,169.597850,164.914829,168.431627,41592554
2021-10-28,AAPL,168.136895,175.295446,167.513220,173.842109,63387451
2021-10-29,AAPL,171.865600,174.343593,171.818037,173.733561,33707015
2021-11-01,AAPL,174.527946,178.042837,174.201462,176.000390,40804060
2021-11-02,AAPL,175.897367,176.686523,175.105737,175.505540,62668449
2021-11-03,AAPL,175.942303,178.218136,167.766053,168.947470,75649332
2021-11-04,AAPL,168.903434,171.691512,166.574215,171.515874,42157832
2021-11-05,AAPL,172.112871,178.829604,171.934776,177.802306,90356991
2021-11-08,AAPL,178.409294,179.024647,177.243752,178.542637,48820127
2021-11-09,AAPL,177.780639,179.646015,175.190418,175.457692,59794100
2021-11-10,AAPL,174.898234,175.244081,173.126783,173.748998,59027319
2021-11-11,AAPL,174.368885,174.544064,171.237621,172.243995,73779783
2021-11-12,AAPL,172.244940,172.949417,166.587787,166.822592,43822017
2021-11-15,AAPL,167.514478,168.505587,162.621931,163.044274,74383352
2021-11-16,AAPL,163.694867,165.089773,156.152907,157.438198,59867429
2021-11-17,AAPL,157.942039,159.769327,156.437313,158.959899,60332867
2021-11-18,AAPL,159.271511,163.931957,158.883571,162.527870,85067579
2021-11-19,AAPL,161.582618,162.330379,159.188721,159.795654,38990506
2021-11-22,AAPL,159.368984,163.666866,159.293000,162.372393,57143922
2021-11-23,AAPL,162.259891,166.909559,159.733778,164.965814,47999460
2021-11-24,AAPL,164.775301,166.360443,160.350928,163.265555,39962003
2021-11-25,AAPL,163.281307,165.044403,162.535673,163.155070,36764622
2021-11-26,AAPL,163.545968,164.401471,163.510566,163.573350,52583372
2021-11-29,AAPL,164.306356,166.682933,160.267384,160.875983,57691027
2021-11-30,AAPL,161.841757,163.679295,155.841481,156.393955,72786510
2021-12-01,AAPL,155.365806,160.082801,154.656988,158.892482,67190107
2021-12-02,AAPL,159.960869,161.901618,156.582222,157.200027,34213918
2021-12-03,AAPL,155.688841,156.130897,155.525779,155.926497,45767571
2021-12-06,AAPL,156.850832,159.200385,154.307621,158.541071,47066343
2021-12-07,AAPL,157.950235,162.228458,156.346675,161.701811,71054805
2021-12-08,AAPL,162.383795,164.878583,159.033997,159.246910,74885710
2021-12-09,AAPL,159.945031,160.343813,155.439986,156.263177,60516357
2021-12-10,AAPL,156.300640,158.906188,154.252372,154.398124,48122942
2021-12-13,AAPL,153.377811,155.179863,152.394328,154.004594,49284610
2021-12-14,AAPL,155.757100,156.531396,153.642108,153.729852,44213533
2021-12-15,AAPL,153.651536,153.703955,151.587646,152.040490,52077202
2021-12-16,AAPL,152.222297,152.560746,149.412299,150.545869,48663547
2021-12-17,AAPL,151.095526,151.518033,145.846231,147.763984,50021088
2021-12-20,AAPL,147.397355,148.273844,144.518034,145.453855,64420773
2021-12-21,AAPL,145.019681,147.035349,143.855012,147.002172,40370948
2021-12-22,AAPL,146.604879,147.198877,145.272392,146.981089,55127798
2021-12-23,AAPL,146.471500,146.608392,145.191586,145.652227,49733936
2021-12-24,AAPL,145.761626,147.993107,145.504673,147.213784,38299814
2021-12-27,AAPL,145.697195,151.785486,144.395645,150.589347,46252967
2021-12-28,AAPL,150.183002,150.774535,148.491900,149.579302,45408009
2021-12-29,AAPL,150.464409,151.769124,150.312891,150.363462,35976189
2021-12-30,AAPL,149.846807,152.052983,149.575537,151.321101,70282674
2021-12-31,AAPL,149.848716,151.981636,147.399076,151.270614,47813797
2022-01-03,AAPL,151.700339,152.405701,151.335435,151.528176,44327040
2022-01-04,AAPL,150.495096,152.084429,144.230614,147.059670,77528245
2022-01-05,AAPL,146.110170,147.472462,145.496367,147.462863,63439023
2022-01-06,AAPL,148.271662,151.712250,148.156796,150.283522,53191444
2022-01-07,AAPL,149.533314,156.083772,149.379330,154.702897,61114826
2022-01-10,AAPL,154.155665,161.291321,153.313184,160.436646,68389793
2022-01-11,AAPL,159.565320,160.727774,157.229955,158.325940,61193048
2022-01-12,AAPL,158.902294,159.522399,155.062851,155.903238,49938370
2022-01-13,AAPL,155.565249,156.658931,151.639638,153.626355,48271531
2022-01-14,AAPL,155.136533,157.270560,153.786396,156.694102,38887103
2022-01-17,AAPL,157.122379,158.707328,155.664405,158.700848,71425202
2022-01-18,AAPL,158.180343,162.096776,157.228631,161.344296,70572576
2022-01-19,AAPL,160.191718,161.366157,156.473146,159.954285,40511707
2022-01-20,AAPL,160.362177,162.390791,158.586574,159.053146,34725525
2022-01-21,AAPL,158.244669,162.079234,157.585890,160.525640,44239303
2022-01-24,AAPL,160.934722,161.981077,159.635514,161.393976,39299608
2022-01-25,AAPL,162.731820,166.901840,162.157295,166.186515,68894831
2022-01-26,AAPL,167.037389,168.565598,164.989948,166.202324,40306211
2022-01-27,AAPL,167.102685,169.475762,164.182989,164.617664,50204376
2022-01-28,AAPL,163.770822,167.625230,162.316851,166.947825,63722271
2022-01-31,AAPL,169.473369,170.948894,166.384630,167.060599,57438894
2022-02-01,AAPL,166.128110,167.346642,162.055161,162.848369,70305938
2022-02-02,AAPL,163.088650,165.629387,161.797150,163.475369,42381777
2022-02-03,AAPL,164.238163,168.999047,162.255935,167.318935,60208702
2022-02-04,AAPL,167.639351,170.027972,166.550560,169.273803,55090732
2022-02-07,AAPL,169.496984,172.755936,168.229222,172.663694,88571185
2022-02-08,AAPL,170.680901,175.519179,170.009408,173.645456,39677083
2022-02-09,AAPL,173.268721,174.656078,172.508597,172.758663,35431024
2022-02-10,AAPL,171.944587,179.577009,170.679764,178.772403,99022037
2022-02-11,AAPL,179.152211,180.755367,174.497884,174.849052,48408357
2022-02-14,AAPL,174.554651,175.066943,166.783094,166.835773,102811597
2022-02-15,AAPL,166.655052,167.113507,165.588636,166.333187,47314849
2022-02-16,AAPL,164.366599,170.891003,164.365373,169.345431,40938101
2022-02-17,AAPL,169.519621,173.086031,169.427453,171.527808,56042961
2022-02-18,AAPL,171.450665,173.002952,168.657178,170.082823,70970927
2022-02-21,AAPL,170.768533,172.007635,169.305876,169.484409,46411896
2022-02-22,AAPL,170.107888,175.765664,169.878807,174.982525,38689710
2022-02-23,AAPL,174.331276,176.469508,172.340337,172.614303,53461549
2022-02-24,AAPL,172.793901,185.416294,171.393219,184.536707,84646120
2022-02-25,AAPL,185.092443,187.168876,180.625518,180.697089,77958186
2022-02-28,AAPL,181.365525,183.390450,180.024114,180.454113,53445893
2022-03-01,AAPL,179.411028,180.874406,175.836894,177.328507,51951473
2022-03-02,AAPL,177.628442,178.058569,173.278458,174.579712,41089361
2022-03-03,AAPL,175.551770,179.212506,175.152669,178.716551,62059835
2022-03-04,AAPL,177.913844,182.746226,177.304330,181.194339,41615653
2022-03-07,AAPL,180.214262,181.775407,178.366320,179.151287,50454022
2022-03-08,AAPL,178.699938,184.668552,178.210049,183.152321,75873388
2022-03-09,AAPL,183.335308,183.506628,178.121450,179.351227,67563206
2022-03-10,AAPL,178.187315,181.342739,178.151734,181.327061,47960046
2022-03-11,AAPL,180.323295,181.863980,180.093822,180.841760,68403911
2022-03-14,AAPL,181.551659,183.233668,173.699159,176.033142,46061722
2022-03-15,AAPL,176.324551,176.590749,167.766415,168.370398,67724123
2022-03-16,AAPL,169.904803,171.183471,168.859786,170.650562,40611488
2022-03-17,AAPL,171.358501,171.980946,164.863088,166.765235,53807907
2022-03-18,AAPL,167.713322,169.495267,165.844713,165.955704,38933862
2022-03-21,AAPL,168.790639,169.176227,164.126328,164.179384,49703275
2022-03-22,AAPL,164.306206,169.460865,161.046327,163.732272,40698566
2022-03-23,AAPL,161.310821,166.120377,159.525491,165.493383,38549266
2022-03-24,AAPL,165.298107,167.164006,163.829459,165.810965,51019484
2022-03-25,AAPL,166.353268,170.579637,165.971730,169.652747,56449132
2022-03-28,AAPL,169.534817,170.050293,166.746437,168.224668,46853081
2022-03-29,AAPL,168.302667,171.651725,166.745048,170.793101,69634299
2022-03-30,AAPL,172.143297,173.575644,166.255422,167.239337,41766011
2022-03-31,AAPL,167.425776,167.757438,164.268248,165.214390,68356447
2022-04-01,AAPL,164.095729,164.190432,160.710897,162.260104,47152304
2022-04-04,AAPL,163.317403,169.898487,161.282010,166.765117,62189715
2022-04-05,AAPL,166.411646,168.230084,163.568492,165.356267,63281514
2022-04-06,AAPL,165.208573,167.520250,163.596060,166.503014,57161193
2022-04-07,AAPL,167.030003,168.952498,163.287954,164.546687,34924840
2022-04-08,AAPL,163.254254,164.030092,163.132216,163.796335,36681646
2022-04-11,AAPL,163.226635,165.476488,160.924353,165.374233,38467869
2022-04-12,AAPL,165.954522,173.223141,162.287280,172.008718,66489939
2022-04-13,AAPL,172.475560,174.459821,163.380238,164.399609,67817712
2022-04-14,AAPL,163.418389,167.668536,162.904135,167.392232,37784069
2022-04-15,AAPL,166.354720,170.281692,166.211192,169.604010,74100875
2022-04-18,AAPL,169.208372,170.958702,167.418380,170.750336,55229529
2022-04-19,AAPL,167.895546,169.931841,165.857827,168.665677,33229259
2022-04-20,AAPL,168.250229,172.950961,167.654731,171.780957,64801805
2022-04-21,AAPL,172.189071,173.064186,169.595687,171.561610,31514040
2022-04-22,AAPL,170.813619,173.530475,169.170380,172.819961,60324455
2022-04-25,AAPL,173.705824,174.548061,172.616021,172.793780,61335350
2022-04-26,AAPL,172.742394,173.425962,171.115591,172.672170,50983538
2022-04-27,AAPL,174.169811,174.654101,169.670494,170.692627,73073744
2022-04-28,AAPL,171.633064,172.345878,167.946822,169.224010,68984206
2022-04-29,AAPL,170.235913,174.509356,168.644659,173.348553,67408273
2022-05-02,AAPL,174.129408,176.115573,173.104493,173.147351,56795408
2022-05-03,AAPL,172.036831,179.353646,170.522974,177.859815,52076969
2022-05-04,AAPL,175.949596,179.934611,172.591550,178.539043,27481711
2022-05-05,AAPL,179.113862,180.201843,173.855807,175.275260,45696052
2022-05-06,AAPL,176.383182,178.259146,171.436151,172.000030,50889912
2022-05-09,AAPL,172.675780,172.678372,168.694053,170.075097,51734051
2022-05-10,AAPL,169.557773,171.140559,167.324217,168.132361,65081267
2022-05-11,AAPL,169.687974,171.078277,163.203882,164.324521,60266021
2022-05-12,AAPL,165.452285,165.945780,163.169452,164.383357,59341979
2022-05-13,AAPL,163.608918,166.739904,162.970718,166.165340,47794430
2022-05-16,AAPL,164.911105,166.741237,164.589327,165.622196,67166035
2022-05-17,AAPL,166.997209,167.530882,164.865140,165.458644,42256361
2022-05-18,AAPL,165.457572,166.226513,162.674804,163.425277,41523542
2022-05-19,AAPL,162.687518,163.489391,160.314564,160.751604,46412159
2022-05-20,AAPL,161.730103,161.867111,158.687053,159.918360,42553099
2022-05-23,AAPL,160.157431,160.532472,157.288684,158.379228,40235480
2022-05-24,AAPL,159.208165,163.276326,157.919415,161.039272,76193897
2022-05-25,AAPL,160.455049,161.185905,155.995472,157.998005,50898153
2022-05-26,AAPL,156.561992,160.967219,156.382697,160.402142,42219452
2022-05-27,AAPL,161.574607,161.814561,160.200687,160.929727,47255806
2022-05-30,AAPL,160.196873,160.704323,159.562702,159.807580,50060441
2022-05-31,AAPL,158.245720,159.631276,156.057503,156.345980,107446396
2022-06-01,AAPL,156.830951,157.573523,155.475622,155.868822,55586091
2022-06-02,AAPL,154.744573,160.227276,153.610154,160.110561,36447016
2022-06-03,AAPL,159.950063,162.042647,158.994720,161.364662,27222105
2022-06-06,AAPL,160.061514,160.598664,155.642863,156.174050,44212150
2022-06-07,AAPL,156.423889,157.325258,151.249287,152.311687,54272699
2022-06-08,AAPL,152.419021,153.644688,150.515033,152.113187,59168801
2022-06-09,AAPL,151.640411,154.046386,150.277053,153.026140,43501312
2022-06-10,AAPL,153.132939,159.130467,152.267757,158.194979,54254827
2022-06-13,AAPL,158.779403,160.684523,157.433253,158.982914,43133725
2022-06-14,AAPL,159.810483,160.910310,156.389376,157.940775,53866955
2022-06-15,AAPL,157.943492,165.621815,155.281080,163.517014,47313177
2022-06-16,AAPL,163.613572,164.137982,159.594174,160.011693,59336964
2022-06-17,AAPL,159.067240,159.554661,158.426793,159.282809,41796571
2022-06-20,AAPL,159.132972,160.788423,156.533480,158.107799,32234531
2022-06-21,AAPL,157.602010,157.916794,151.852542,152.916418,74388374
2022-06-22,AAPL,152.848064,155.291581,152.246070,154.466739,40576633
2022-06-23,AAPL,153.503797,155.501925,150.648069,151.798562,50009020
2022-06-24,AAPL,151.732341,152.069587,151.504394,151.799828,40007425
2022-06-27,AAPL,151.137994,152.254796,149.836188,150.887326,51022927
2022-06-28,AAPL,151.617836,151.748222,147.936558,148.437791,51573011
